tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2460121.396626,1.830108,1.936,3391.0,10.544,363.901,1183.01373235,10.0209,455.557,5800.55,4.33,1.23434
candidate,2459378.525751,9.3305377,5.232,5610.0,15.2895,299.515,1158.0,9.5378,236.604,6238.0,3.94,1.96
candidate,2459382.714035,5.2574854,2.05,1250.0,2.88855,69.4717,804.0,9.3456,56.8503,4846.0,4.57,0.76
candidate,2460120.337143,7.6247217,1.972,813.0,2.26441,42.4746,711.0,10.0819,101.606,5343.0,4.58,0.82
candidate,2460108.646864,25.7086236,3.831,1430.0,2.81726,13.2098,531.0,10.0819,101.606,5343.0,4.58,0.82
candidate,2459365.246873,16.155134,3.528,590.0,2.42196,39.0235,696.0,10.3468,163.32,5785.0,4.45,1.01
candidate,2459196.115341,4.0520368,1.5605128,5512.4033193,4.9523134,38.5441194,635.4908204,10.7329,52.616,3779.0,4.64,0.607751
candidate,2459363.151122,4.7259317,2.7740362,6309.6615331,16.7543131,1342.2730931,1543.7606642,9.550201,230.661,6203.0,3.98,1.85891
non-candidate,2460151.66684,21.7004042,9.415,406.0,3.16777,224.371,1078.0,10.4078,300.427,5788.7,4.22,1.78
candidate,2460119.519989,4.90826,4.324,8881.0,15.7889,4791.11,2317.0,9.944,359.619,7995.0,4.2,1.83
non-candidate,2460123.887716,1.3875331,2.679,952.0,3.16086,13423.0,2998.0,10.4425,182.238,5678.0,4.33,1.14
candidate,2459383.797001,17.7424733,3.082,880.0,2.00179,12.8216,527.0,9.8496,67.266,4926.2,4.67,0.69
candidate,2460100.181,5.412802,4.5898431,5278.1957566,11.0171044,776.5799485,1346.375787,9.3777,175.367,6468.0,4.22,1.47364
candidate,2459422.126663,3.905126,2.9136919,23549.9259888,14.5499431,300.1569738,1061.5900983,14.5787,914.699,5381.0,4.45342,0.947475
candidate,2459940.464211,4.6182631,2.7008637,20287.618268,13.3976162,204.8121523,964.8475089,11.3427,198.251,5328.0,4.50337,0.889218
candidate,2459770.501306,1.8555745,2.3121742,10888.0377261,14.8951809,2077.5291591,1721.8944712,13.9174,1093.08,5651.75,4.13988,1.40959
candidate,2459939.613796,3.4505658,3.0397698,15044.6453237,12.8140087,432.6350726,1163.188716,12.7714,461.898,5402.0,4.37462,1.04301
candidate,2459174.840517,3.3106692,3.7033867,9189.7342523,13.382013,1061.5542425,1455.8120076,12.0682,516.543,6030.0,4.22,1.3514301
candidate,2459884.031242,6.6363577,6.385,7470.0,12.2701,543.643,1345.0,12.8668,665.068,5490.0,4.09312,1.46
candidate,2459422.843797,4.8854844,5.2333985,7009.1394983,18.1759557,1459.3547301,1576.376555,12.4532,922.562,5974.0,3.84282,2.0812199
candidate,2459771.229475,3.0413391,1.5149962,27645.4859583,25.3471107,201.6318379,961.0799713,12.5386,209.435,4034.0,4.21431,1.02777
non-candidate,2459797.231728,0.9023951,1.6045865,5385.0871091,10.544,2991.0733649,1886.1512508,14.2502,833.364,5780.0,4.438,1.23434
candidate,2459392.813554,2.6843081,2.7683352,18209.9206621,13.9748499,651.2557496,1288.4205473,13.814,758.753,5616.02,4.4174,1.01895
candidate,2459420.667731,3.5256535,2.5111799,23882.7029386,12.1210086,189.762184,946.6123519,14.6147,686.284,5003.05,4.56877,0.783768
candidate,2459767.611028,1.7590566,3.5349264,10499.9757194,20.9577864,5910.4855015,2236.2766989,11.8931,621.061,6250.0,3.91912,1.9992501
candidate,2459915.163041,5.8929985,3.788,17850.0,16.0223,342.766,1198.0,13.0024,686.482,6182.0,4.3753,1.17
candidate,2459396.409578,7.4463034,2.0033138,4045.7241785,2.4048644,5.6286114,392.8439471,11.2695,30.0346,3353.0,4.84911,0.375859
candidate,2459420.207144,3.3792358,2.8993928,18782.5364499,13.059562,395.4518688,1137.3474484,13.8686,714.501,5529.0,4.47066,0.948617
candidate,2458417.605025,17.9635083,4.4297958,1266.94519,3.2970197,23.4693523,561.3646044,9.0567,57.3973,5229.0,4.55429,0.794471
candidate,2459391.084226,4.0822894,3.2882557,16484.9762858,10.544,399.7768506,1140.4445133,14.6979,1071.8,5780.0,4.438,1.23434
candidate,2459391.449451,4.3745757,4.8649118,8101.7247421,18.8478934,2659.6250101,1831.5756099,11.0477,627.308,7305.0,4.05424,1.99827
candidate,2459910.394832,4.0434287,3.388,8960.0,16.7752,827.311,1494.0,13.4835,1435.21,6557.0,4.08473,1.75
candidate,2459415.15198,1.8498567,2.518276,195.4102498,1.7193265,1194.2103654,1499.3048942,7.9147,56.0739,5834.0,4.44433,1.0173301
candidate,2459393.257825,10.3088724,2.2763645,372.3295802,2.2122841,120.8695,845.6661185,7.9147,56.0739,5834.0,4.44433,1.0173301
candidate,2459423.780179,5.2410659,3.0113696,8947.1015296,12.4231453,528.7500273,1223.0165958,13.5728,989.963,6064.0,4.27292,1.28562
candidate,2459394.539688,4.2253498,2.7695297,7240.8152367,8.8893197,342.3014046,1097.038628,13.4584,630.785,5501.0,4.39363,1.03122
candidate,2459420.803667,2.4552388,1.7323271,44130.1605859,12.9928631,77.5068035,756.7539667,14.9826,381.949,3792.0,4.63873,0.614823
candidate,2459392.183721,4.1596197,2.4127131,17837.7774982,9.3574411,74.5834411,749.515043,13.5868,268.37,4230.0,4.55383,0.711036
candidate,2459769.924018,1.0186989,1.4947875,91558.6353269,10.544,2544.6509492,1811.45189,14.956,365.008,5780.0,4.438,1.23434
candidate,2460338.433851,2.7519172,1.329,9811.0,13.4019,328.515,1186.0,10.3446,213.604,5856.0,4.25,1.28
candidate,2459199.549231,0.7649571,1.094,1900.0,12.9538,12939.9,2971.0,9.1577,176.617,6307.9,3.97,1.65
candidate,2459759.877559,10.6925011,3.491,1200.0,4.01292,93.3426,865.0,10.5801,210.858,5844.0,4.34318,1.15
candidate,2459778.550072,8.8517354,4.3401879,1034.8661285,3.6624912,190.2722086,947.2477653,8.5608,87.8966,6138.0,4.43818,1.07689
candidate,2459911.846148,3.4149091,2.7231879,13219.6475165,13.9171881,537.9836369,1228.3213942,13.5167,718.574,5480.0,4.31394,1.13032
non-candidate,2459772.753949,2.9985667,3.025166,28040.9068572,17.8036847,748.0922226,1333.854734,13.7703,880.941,6126.0,4.46702,1.04172
candidate,2459422.76782,3.1208396,2.405278,17027.4064902,16.2108254,744.4110758,1332.2108185,14.3168,1145.28,5983.0,4.3973,1.09921
candidate,2459420.580429,1.5449334,1.1043459,4941.8700913,10.7011777,3717.1991885,1991.4697226,12.8939,822.96,6136.25,4.15767,1.4874001
candidate,2459422.773399,4.9427985,3.3153828,11349.4838661,15.3204961,469.3399619,1187.1118303,13.2394,739.412,5550.93,4.18442,1.32567
candidate,2459770.385346,3.2175184,1.8986264,12691.8036893,10.5529773,393.9910424,1136.2956303,14.3258,843.695,5549.0,4.50842,0.912927
candidate,2459392.576251,3.939371,5.8132051,4051.5089426,13.6344163,1989.8418083,1703.4303761,11.0672,505.432,5904.4,3.84,2.0955601
candidate,2459840.458684,5.7475343,1.846,11890.0,6.43097,12.9407,528.0,14.3668,254.968,3750.0,4.67041,0.58
candidate,2458440.43161,3.5018023,3.917956,16196.191206,22.103526,1744.6608389,1648.3426761,11.921,674.155,6383.9,4.03,1.66889
candidate,2460437.031199,28.6648749,5.395,1025.0,3.15161,117.442,917.0,10.3859,82.2168,4818.0,4.65,0.69
non-candidate,2459761.942759,3.7006742,3.115,840.0,2.61277,1434.65,1714.0,10.4787,106.424,5025.0,4.56,0.79
candidate,2459789.419251,4.9133022,5.159,2040.0,9.33912,999.403,1566.0,10.445,368.922,5918.0,3.84,2.06
candidate,2459766.955834,2.88069,1.784,10380.0,22.4297,678.487,1421.0,10.4673,173.117,5541.0,4.36,1.09
candidate,2459602.566546,8.0379975,3.287,320.0,7.65886,83.2088,841.0,9.12551,360.444,5022.0,4.33,5.14
candidate,2459395.124979,4.088721700000001,12.002,13520.0,11.62,130.528,941.0,9.85277,121.139,5557.0,4.44,0.99
candidate,2459799.901292,5.0141991,4.5606871,6026.126007,13.4911728,1233.0979889,1511.3642562,13.3926,1249.41,6669.0,4.12805,1.69675
candidate,2459420.812052,7.7942155,0.9710311,2950.7357104,4.9169842,112.1124314,829.914194,11.8933,268.041,5461.54,4.50982,0.897403
candidate,2459848.554322,2.7708596,2.17,22640.0,12.2577,208.594,1058.0,13.2847,375.517,4975.0,4.55845,0.79
candidate,2459424.229778,7.014001,2.9681334,1646.6732684,3.6528621,75.6935339,752.2846294,13.2847,375.517,4975.0,4.55845,0.789304
candidate,2459421.462837,2.6634154,1.8429688,37522.94895,13.6857367,113.6142497,832.6796495,14.1959,305.3,4051.0,4.54826,0.701369
candidate,2459176.31925,5.5292743,2.542935,17914.4576673,23.5458512,549.2969498,1234.7287098,8.8695,126.177,6350.0,4.34,1.26396
candidate,2459770.410421,2.2185748,1.8233621,25854.2144559,13.3010355,348.1506195,1101.6954166,6.8481,19.7638,5023.0,4.58,0.776484
candidate,2459422.907793,3.2432488,3.0748441,17481.8216448,14.5800064,631.4204214,1278.4960939,14.4394,1140.95,5778.0,4.37783,1.09304
candidate,2459422.501343,8.6004516,8.950521,3575.6614227,14.548121,862.8947232,1382.3219455,13.1981,1418.77,6011.95,3.75585,2.3108399
candidate,2459420.412953,3.7970076,2.5256778,16421.7314916,11.7557579,218.0029128,980.0208686,14.148,646.647,5211.36,4.54655,0.832631
candidate,2459422.509996,3.3119026,1.181072,7620.7493837,10.9625327,487.2033805,1198.2496832,13.692,698.646,5355.0,4.33005,1.09206
candidate,2459422.607769,3.578757,3.1806502,11391.7385882,12.1416042,445.8323379,1171.9596007,13.4231,639.411,5482.59,4.36922,1.06062
candidate,2459421.077646,1.5947535,1.94145,15065.2565497,14.3739674,1761.2885419,1652.2561498,15.0236,1490.94,5703.0,4.31786,1.15986
non-candidate,2459813.939921,7.8127906,6.304,8120.0,22.0599,2051.05,1874.0,11.7018,782.732,8451.0,4.00707,2.38
candidate,2459819.787515,2.7586362,2.868,4240.0,7.78435,787.087,1475.0,11.4682,296.293,5774.0,4.32015,1.17
candidate,2459797.406342,1.1589013,1.1688702,3470.6759302,2.6829722,88.1856149,781.5723494,12.9374,80.6532,3449.0,4.80176,0.427389
candidate,2458438.402842,0.8820624,0.5759672,11755.4509288,8.3888941,983.4245957,1428.2525761,13.1686,308.262,4669.0,4.52,0.782888
candidate,2459771.442186,3.8493846,2.6908269,1372.2876678,16.8088001,6689.7863925,2306.6027861,11.0418,788.238,5843.47,3.27448,3.9119101
candidate,2460559.015552,0.9263237,0.81,952.0,1.67823,303.547,1162.0,8.72762,12.0445,3573.0,4.80376,0.43
candidate,2459772.312716,2.8164979,2.6896665,19270.727034,14.4894174,539.3972356,1229.1274806,14.4889,939.744,5413.0,4.39994,1.0130399
candidate,2459420.283409,1.752217,2.1714375,77630.4124578,20.3177656,282.3101387,1045.4454298,15.1403,565.541,4355.0,4.53128,0.740712
candidate,2459420.963218,2.6890703,2.1209962,38330.4094984,15.2271225,248.5292583,1012.661107,15.0893,734.772,4844.0,4.54518,0.785703
candidate,2459423.155978,7.3405675,3.2557004,11139.7005929,16.7317044,378.0645504,1124.6340774,13.9154,1177.55,5828.81,4.14418,1.4372801
candidate,2460558.071975,2.6915408,3.986,7265.0,17.4501,4392.03,2267.0,9.93225,350.351,6955.0,4.04,1.96
candidate,2459818.051018,3.9540617,3.869,5820.0,13.1238,792.078,1477.0,11.4923,479.145,5773.0,4.03,1.69
candidate,2459798.529256,4.45417,2.27143,21409.0524466,13.8017218,233.7193811,997.225629,14.3945,751.776,5353.54,4.47701,0.922087
candidate,2459911.038989,2.7974757,2.2149132,18699.8504805,12.0149088,412.3913581,1149.3363399,12.7678,390.594,5477.0,4.54393,0.867368
candidate,2459175.58961,2.1751729,4.7918806,7780.6435196,18.7874019,4812.6238237,2124.2969654,11.8282,754.258,6291.0,3.9,2.0625999
candidate,2459421.60304,2.0523417,2.1224957,34476.0907387,22.5105621,1327.2498679,1539.4228275,14.7344,1302.33,5767.0,4.31546,1.16875
candidate,2460550.715057,5.006622,1.66,1290.0,2.22447,47.6469,731.0,10.4382,46.4488,4006.0,4.68,0.6
candidate,2460555.320385,4.4331838,3.856,9166.0,12.5157,430.349,1268.0,9.63105,143.184,5667.0,4.24,1.26
candidate,2459794.386139,1.5076298,1.93,280.0,4.68666,820.873,1491.0,8.94942,181.32,4954.0,4.33,2.82
candidate,2460318.212526,32.535016,3.67,3821.0,10.544,33.301,669.0,7.3664,54.9701,6303.8,4.33,1.23434
candidate,2459765.914829,5.1830043,2.783,670.0,3.63045,346.626,1202.0,9.00568,132.214,6156.0,4.25196,1.34
candidate,2459770.010155,2.5693728,2.471,290.0,2.18392,1001.28,1567.0,9.00568,132.214,6156.0,4.25196,1.34
candidate,2460559.123436,1.18803,1.322,3840.0,10.544,2072.9370109,1720.9421672,9.159,264.751,5800.55,4.33,1.23434
candidate,2459440.840426,3.6001959,2.887,7820.0,16.1928,1141.26,1619.0,10.3544,395.542,7172.0,4.16,1.75
non-candidate,2459441.270166,5.3073459,3.714,200.0,2.05347,494.046,1313.0,7.948,79.4746,5821.4,4.16,1.42
candidate,2460338.925724,3.4902115,2.449,366.0,2.05978,555.873,1352.0,10.1293,175.743,6111.0,4.43,1.09
candidate,2460335.262371,5.5387718,3.163,439.0,2.07738,366.683,1219.0,10.1293,175.743,6111.0,4.43,1.09
candidate,2459182.487384,10.7148661,2.1121584,56325.9173745,14.037554,3.1541502,339.8915287,12.4258,53.5063,3054.0,4.438,0.422267
non-candidate,2459446.222222,1.773346,3.291,710.0,7.95884,6411.52,2492.0,10.351,604.164,6802.0,3.63,3.08
candidate,2460337.772433,2.0348789,2.379,176.0,3.57655,93196.9,4867.0,8.46837,334.551,8279.0,3.81,2.94
non-candidate,2460366.918358,0.8560277,1.587,247.0,3.15801,46825.3,1183.01373235,8.716291,413.683,11798.0,4.18,2.38
candidate,2459234.617058,710.6982018,7.1450196,691.3914728,2.0928405,0.8364817,243.9123864,9.0803,62.505,5334.0,4.6001,0.796254
candidate,2460059.618864,82.9294114,7.4967507,13067.7332328,11.4756331,0.2639044,182.8021957,12.5542,342.605,5271.0,4.43,0.960919
candidate,2459038.460359,2.4261538,2.1344641,754.8303067,2.6600255,548.0543839,1234.029846,12.5542,342.605,5271.0,4.43,0.960919
candidate,2459068.264739,19.4723789,7.7309404,7062.8806063,17.3337286,289.5679511,1052.1008534,10.4223,421.749,7182.7,4.24,1.9674799
candidate,2458357.518293,5.4107024,0.7211954,22498.1066362,2.9859726,1.9002158,299.447353,13.6343,365.008,2938.0,5.14513,0.185013
candidate,2458413.850483,104.6162557,9.3317949,6111.4633395,15.8235575,23.5777503,562.0116791,10.2301,178.26,6115.26,3.90726,1.97585
candidate,2458438.012099,3.4672779,0.4055928,3657.0603553,2.1135466,13.9606166,492.9988422,11.8371,33.4412,3383.0,4.89132,0.332564
candidate,2459231.763893,4.088721700000001,6.4567709,3177.6204985,10.4883207,18.6516855,530.0285587,11.4003,629.031,6930.0,4.10087,1.81171
candidate,2458416.634939,16.364873,4.0478302,2075.0944118,3.9248322,38.2371999,634.2219521,10.2666,123.739,5481.0,4.56,0.856226
candidate,2458410.999327,1.8586624,2.0525797,497.6683497,1.9323657,695.1879631,1309.6200353,10.2666,123.739,5481.0,4.56,0.856226
candidate,2458411.806253,9.1910792,3.055677,940.8500219,2.7251006,82.5177911,768.6995876,10.2666,123.739,5481.0,4.56,0.856226
candidate,2459039.762461,194.2432864,9.2564583,810.9983952,4.4714848,12.3017271,477.6516387,10.3607,373.289,7923.0,4.35405,1.5184
candidate,2460243.483965,20.9040576,5.197,930.0,4.53003,419.568,1260.0,9.81932,121.832,5708.0,4.44413,1.0
candidate,2460258.713478,10.9776867,3.596,860.0,5.76837,938.995,1542.0,9.81932,121.832,5708.0,4.44413,1.0
candidate,2459450.83655,19.5620458,6.4231417,1397.8148985,3.2870868,10.9554543,464.0100077,11.2723,99.9293,4246.8,4.5,0.758892
candidate,2459488.218864,9.7607632,1.967,790.0,2.22799,30.3621,653.0,9.96064,102.609,5558.0,4.62634,0.8
candidate,2459883.369678,2.7535993,2.141,14460.0,10.7107,227.759,1082.0,13.1361,361.155,5032.08,4.49678,0.86
candidate,2459451.62303,15.2664658,2.6673792,16186.172954,12.2663968,42.2986706,650.4312952,11.302,193.499,5420.82,4.52994,0.874078
candidate,2459885.541633,3.7224626,2.595678,19962.6105832,11.4694856,184.988035,940.6014835,10.9332,124.73,4926.0,4.51771,0.82064
candidate,2460231.733831,1.2089755,1.286,668.0,1.68645,325.749,1183.0,9.0684,29.661,4199.0,4.65321,0.63
candidate,2460229.806391,3.408833,3.163,16032.0,14.2632,695.65,1430.0,11.6238,348.494,6134.0,4.41,1.11
candidate,2459448.624749,5.8903558,2.5374738,8410.6143369,10.544,245.1888178,1009.241068,13.4911,365.008,5780.0,4.438,1.23434
candidate,2459174.695544,4.7633952,3.0078272,13160.629831,10.2196833,183.2394519,938.3708227,11.9012,246.384,5258.0,4.51,0.87551
candidate,2460227.357032,3.2047072,3.331,7448.0,10.544,363.901,1183.01373235,13.1749,537.963,5342.0,4.33,1.23434
candidate,2459450.367505,3.0717182,1.5983426,14228.6266087,12.0054949,279.7736168,1043.0891762,11.4825,176.818,5082.0,4.5108,0.848394
non-candidate,2459447.841312,0.3643225,0.2120684,38216.7895418,6.9527391,329.3048956,1086.4738962,15.6615,233.735,3473.0,4.87657,0.347331
candidate,2459498.195167,2.7186256,2.129,13160.0,12.4543,616.33,1388.0,11.021,275.994,6427.0,4.52834,1.03
candidate,2460233.36735,0.9260632,1.035,221.0,1.67736,1025.84,1576.0,8.1359,63.6796,5640.0,4.35,1.11
candidate,2460229.465961,2.4841975,1.511,10361.0,13.3413,383.047,1232.0,10.931,294.001,6089.0,4.28,1.28
candidate,2459448.654225,2.2602655,1.0103493,6129.678827,2.7262374,21.3031001,547.9367777,13.3455,62.9969,3236.0,4.88,0.341024
candidate,2459474.200243,0.3994445,0.8028796,330.8173737,0.9086617,571.5071504,1247.0250186,9.16764,18.1037,3702.0,4.75,0.485948
non-candidate,2459448.108233,4.0249712,2.5421502,20420.7314775,10.8574371,110.8444857,827.5576787,12.806,220.761,4492.0,4.51578,0.770497
candidate,2459448.511683,5.8795752,2.0778157,1352.7622114,1.8721219,14.6088648,498.6247907,10.1406,28.384,3611.0,4.74,0.492759
candidate,2458438.96587,2.70582,4.968,7500.0,18.4904,3557.29,2151.0,9.538961,275.664,6441.6,3.91,2.1
candidate,2459450.646766,3.6528112,2.8788573,18681.4630568,12.6675004,340.5513253,1095.6337284,12.2192,300.384,5610.0,4.51915,0.907682
candidate,2459450.126596,4.53347,3.6052513,11929.8619692,13.221703,501.4020843,1206.886094,12.1796,453.099,5846.0,4.31,1.1971
candidate,2460231.88252,5.8176452,2.577,9178.0,11.6459,277.39,1136.0,13.0121,635.722,5633.4,4.27,1.22
candidate,2459494.881247,2.1747824,1.654,560.0,1.79105,174.942,1013.0,11.375,115.461,4542.0,4.58,0.71
candidate,2459470.846025,2.849282,1.907,4010.0,4.75272,115.305,912.0,12.3071,159.522,4279.0,4.53,0.74
candidate,2459449.120055,4.0984741,2.323409,16869.9465037,14.8366922,319.8755104,1078.6113787,12.5489,333.042,5198.0,4.33,1.0639499
candidate,2460226.955884,4.0460644,5.824,8004.0,18.2851,6586.47,2509.0,10.5559,376.658,6404.0,4.03,1.81
candidate,2459450.837437,6.6629951,1.3454748,949.4386612,3.7022837,257.0820256,1021.2631882,8.1954,70.2468,5975.0,4.42,1.07392
candidate,2460228.758602,7.1385672,2.464,2064.0,3.60516,63.7967,787.0,11.2451,154.961,5144.5,4.6,0.77
candidate,2459468.742204,3.4715644,2.13,1050.0,2.65245,304.054,1163.0,11.2451,154.961,5144.5,4.6,0.77
candidate,2459470.147334,4.1591488,3.54,12800.0,12.1616,417.295,1259.0,11.29,264.78,5576.0,4.34,1.11
candidate,2458396.13818,18.0826084,2.3867987,8002.7855656,3.911716,11.0589985,465.1025269,9.441,78.7806,3321.0,4.95373,0.296
candidate,2460230.91969,2.5048178,2.077,1723.0,3.9467,448.655,1282.0,12.9485,427.038,5328.0,4.47,0.92
candidate,2459496.050413,1.1339769,0.852,630.0,10.544,609.124,1384.0,10.027,337.7234,5986.2,4.33,1.23434
candidate,2460228.304561,5.9167817,1.286,27909.0,18.1119,18.5055,577.0,12.2614,284.21,4781.0,4.29,1.05
candidate,2460212.247805,5.7740318,4.551,4820.0,24.6129,660.328,1412.0,6.7943,365.008,4837.8,4.33,3.19
candidate,2458440.219543,8.2000875,2.4601181,1079.5927267,2.7997542,58.2025038,704.4580992,11.2867,141.731,4865.6,4.54,0.793476
candidate,2460228.933083,4.0248735,2.384,23775.0,11.6786,97.8595,876.0,12.813,232.801,4492.0,4.52,0.75
candidate,2460232.738875,0.745637,0.671,932.0,7.71235,3906.17,2202.0,10.0376,329.537,6984.0,4.04,1.96
candidate,2459468.229719,3.0026215,3.595,5040.0,14.0672,4289.27,2254.0,12.1112,491.87,5630.0,4.11,1.45
candidate,2460229.837135,4.6003967,1.402,1130.0,5.39503,82.7066,1183.01373235,9.962,165.593,5970.5,4.33,1.59
candidate,2460231.218276,3.3129214,2.097,1815.0,4.28877,260.965,1119.0,12.8466,456.122,5512.0,4.44,0.98
candidate,2459168.295274,5.358776,1.3697764,2708.4393715,1.4454154,6.2795537,403.7401541,8.84294,6.86929,3562.0,4.97389,0.275953
candidate,2460093.051522,1.8868756,2.393,368.0,4.8297,9275.7,2734.0,9.7741,554.449,7751.0,3.81,2.57
candidate,2459312.392162,9.956296,10.474,1024.0,8.32411,1247.74,1655.0,9.02765,215.986,4956.0,4.33,3.38
candidate,2459361.882335,0.3011506,0.6404841,1457.6973975,1.2801124,263.5186329,1027.596418,11.9251,27.2684,3304.0,4.96212,0.286178
candidate,2459422.817477,20.3129649,7.1852402,5194.3258042,10.8026737,133.0991422,866.2905237,10.4895,309.746,6490.0,4.23,1.4658999
candidate,2458605.029306,39.1076478,9.0245368,337.4561615,1.4669377,10.4193507,458.2261962,9.6632,88.0207,5490.0,4.61819,0.796293
candidate,2458523.844604,522.6272677,9.8639237,238.5844154,2.2445426,1.4505715,279.9010524,8.1676,96.7153,6199.0,4.21534,1.40973
candidate,2458570.930851,3.792456,1.2264922,3553.2788818,1.4571721,6.9862517,414.6491761,13.0454,36.6717,3319.0,5.03236,0.218553
candidate,2458605.104346,32.291901,8.0916468,1517.2139238,5.1460938,34.1640224,616.6120377,10.3342,220.465,6013.0,4.438,1.23318
candidate,2458325.445967,6.5812768,4.663367,55.2290807,1.6765354,241.9466004,1005.888008,8.7147,145.248,5217.0,4.438,2.2631199
candidate,2458597.872164,3.9649053,1.6788114,1160.5626137,1.4999935,17.615731,522.5103737,10.9139,31.6354,3476.0,4.80232,0.426767
non-candidate,2458410.95064,0.336826,0.883311,18251.292089,15.240658,11129.6464735,2619.630824,15.7298,39.4781,5780.0,4.438,1.0
candidate,2458441.155609,3.7634028,2.5259027,140.4352916,2.4144238,2109.4342142,1728.4676115,9.1007,207.571,6491.0,4.00559,1.89742
candidate,2458330.062409,8.9356558,1.9539147,420.5298106,2.0224563,91.9623692,789.8093802,11.0559,179.008,5631.0,4.57723,0.851957
candidate,2459132.225854,225.1037885,4.0237136,10850.1349366,13.2081506,3.2010509,341.1480504,11.5326,339.605,5965.99,4.28007,1.25231
candidate,2458629.331333,743.4843888,3.8041623,5535.4604085,5.4510788,3.9939064,360.5530878,11.6157,156.348,5342.0,4.71456,0.697666
non-candidate,2459323.079936,22.1536777,7.5893785,4469.3198771,12.6297905,126.5238849,855.3874599,10.7716,333.206,6123.0,4.07991,1.6267
candidate,2458676.610066,692.5150646,2.6383141,1810.2811624,2.2782015,0.1784528,165.7679643,10.3154,33.2345,3614.0,4.71017,0.531248
candidate,2459036.380129,2.0844882,1.5541575,609.0046533,1.881105,220.7698145,983.115793,11.5832,118.765,4443.39,4.57662,0.713304
candidate,2458543.862361,0.8409429,1.1780506,549.3465906,1.6732084,331.5613798,1088.3303343,11.9212,91.313,3830.0,4.64404,0.608498
candidate,2458548.589493,23.5422422,3.2390849,1411.9717256,2.3109407,3.9005169,358.4266471,11.9212,91.313,3830.0,4.64404,0.608498
candidate,2460121.465283,14.0063765,1.971,300.0,2.26316,19.2603,583.0,6.9608,48.0378,5899.0,4.22221,1.33
non-candidate,2459036.84286,1.2253159,3.435758,6006.5175069,2.3820012,72.0671413,743.1116558,15.764,212.947,3725.0,4.92832,0.297644
candidate,2458411.560535,1.1759834,0.9928338,14881.4796123,7.7193559,82.500462,768.6592267,13.741,365.008,3054.0,5.08962,0.512881
candidate,2459391.459891,1.9737719,2.1771701,32350.4373939,14.2783974,265.9747113,1029.9824769,15.0523,642.051,4664.23,4.61963,0.697971
candidate,2459413.718798,30.3599812,6.0823745,19347.5990647,11.2141216,9.8942349,452.3403225,13.7589,436.257,4815.0,4.5293,0.795118
candidate,2458822.701914,13.4755461,2.2763948,1090.0934414,1.5718719,5.0549516,382.427399,11.9212,61.7358,3710.0,4.7642,0.469524
candidate,2458693.433927,10.7155521,2.727777,424.299807,1.4160391,15.8954977,509.258495,11.0444,72.8333,4207.0,4.66778,0.623617
candidate,2459823.526701,0.768988,0.512,870.0,2.01326,70.4453,807.0,11.7495,69.81,3734.0,4.69992,0.54
candidate,2460317.227192,27.9815639,4.901,722.0,2.85252,69.3133,803.0,10.3203,194.791,5905.0,4.34239,1.16
candidate,2459010.844549,10.4834062,3.2981777,1767.8841835,3.5119412,20.3357654,541.6077626,10.1658,54.9588,4271.0,4.60188,0.677846
candidate,2459391.112176,1.6255124,2.6590029,10095.3614497,11.2971803,1238.8661223,1513.1286131,14.4669,938.715,5483.74,4.38272,1.04426
candidate,2459634.198599,8.6239097,2.6192964,675.1210806,2.9176946,119.024779,842.4208274,10.7757,182.249,5917.0,4.58257,0.878735
candidate,2458733.312542,88.495683,6.9510849,2838.5756569,5.1574303,0.4523971,209.1701491,11.3523,223.757,5509.61,4.47728,0.939951
candidate,2458414.165631,17.5288347,2.1115133,1131.5075681,2.8950078,25.4510626,572.8570065,9.6438,76.6986,5164.0,4.5371,0.829519
candidate,2458684.084719,0.9167992,1.3578155,39.0383592,0.6115871,2437.3433306,1792.0450656,8.5954,67.7223,5659.0,5.62196,0.973028
candidate,2458719.361769,22.3428773,6.700128,5934.9200116,11.3355032,99.086036,804.6793626,11.7889,477.052,6184.0,4.20121,1.42864
candidate,2459774.45043,4.088721700000001,6.6171206,3767.5217478,8.9205086,138.5753642,875.0669002,11.7889,477.052,6184.0,4.20121,1.42864
candidate,2459394.937884,31.0343214,12.0587354,1572.1891091,10.1577688,33.7343273,614.6639792,10.5481,383.846,5234.0,4.438,2.56935
non-candidate,2459390.798699,19.5202386,4.096058,2962.4035565,10.544,49.6259917,676.9351246,10.571,365.008,5780.0,4.438,1.23434
candidate,2459399.639202,31.5786847,2.1295055,2119.3256676,4.8743389,27.0094647,581.4317504,10.6114,185.875,5696.0,4.40025,1.05178
candidate,2458915.989125,4.088721700000001,12.8976378,384.7552746,2.5653805,1.0601504,258.7984214,9.64656,156.873,6000.0,5.03448,1.2886699
candidate,2459632.557861,5.3909915,1.954,570.0,2.22182,91.5265,861.0,10.7382,150.445,5405.0,4.53628,0.87
candidate,2459393.659836,3.2903136,1.7465253,15334.2181362,7.5296069,37.0869991,629.3977311,14.5505,258.979,3579.0,4.67905,0.567309
candidate,2458689.149116,13.1187746,4.5278413,333.0027831,2.9857871,459.9054123,1181.1005716,9.06584,225.181,7800.0,4.31091,1.57458
